ligand,receptor,TF
None,PLXNA1,CREB1
None,PLXNA1,TBP
None,PLXNA1,MAFK
None,PLXNA1,KLF15
None,PLXNA1,TAF1
None,PLXNA1,CREBBP
None,PLXNA1,EGF
None,PLXNA1,PROX1
None,PLXNA1,NFATC1
None,PLXNA1,CBFA2T3
None,PLXNA1,CIITA
None,PLXNA1,TRIP6
None,PLXNA1,GLI3
None,PLXNA1,MAFG
None,PLXNA1,EP300
None,PLXNA1,FOXP2
None,PLXNA1,ABL1
None,PLXNA1,STAT3
None,PLXNA1,ISL1
None,PLXNA1,RUNX1T1
None,PLXNA1,NFYB
None,PLXNA1,POU4F2
None,PLXNA1,FOXC2
None,PLXNA1,EBF3
None,PLXNA1,RFXANK
None,PLXNA1,NFYA
None,PLXNA1,RFXAP
None,PLXNA1,MYC
None,PLXNA1,ZIC2
None,PLXNA1,HNF1B
None,PLXNA1,RFX5
None,PLXNA1,HIF1A
None,PLXNA1,TAF4
None,PLXNA1,GATA2
None,HMMR,JUN
None,HMMR,E2F1
None,HMMR,RB1CC1
None,HMMR,MCM5
None,HMMR,TTF2
None,HMMR,HIC1
None,HMMR,DEK
None,HMMR,PTTG1
None,HMMR,TP53
None,HMMR,MYBL2
None,HMMR,PAX2
None,HMMR,BRCA2
None,HMMR,BRIP1
None,HMMR,E2F7
None,HMMR,E2F8
None,HMMR,SNAI1
None,HMMR,ESR1
None,HMMR,PARP1
None,HMMR,TCF19
None,HMMR,NCOA3
None,HMMR,EGF
None,HMMR,BARD1
None,HMMR,MCM2
None,HMMR,NUPR1
None,HMMR,RAD51
None,HMMR,ETV4
None,HMMR,GTF2A1
None,HMMR,WT1
None,HMMR,CDCA7L
None,HMMR,NF1
None,HMMR,RUVBL1
None,HMMR,BMI1
None,HMMR,NCOA1
None,HMMR,SOX4
None,HMMR,ATM
None,HMMR,WWTR1
None,HMMR,WHSC1
None,HMMR,MDM2
None,HMMR,STAT3
None,HMMR,PGR
None,HMMR,SERTAD1
None,HMMR,ZNF217
None,HMMR,BRCA1
None,HMMR,AR
None,HMMR,SIRT1
None,HMMR,SNAI2
None,HMMR,MYC
None,HMMR,PTMA
None,HMMR,NPM1
None,HMMR,BACH1
None,HMMR,HMGB2
None,HMMR,NPAS2
None,HMMR,EZH2
None,HMMR,HIF1A
None,HMMR,ANKRD1
None,HMMR,MTA1
None,HMMR,NPAS3
None,HMMR,E2F4
None,HMMR,UHRF1
None,HMMR,FOXM1
None,HMMR,KHDRBS1
None,QRFPR,GATA6
None,QRFPR,TRPS1
None,QRFPR,GATA1
None,QRFPR,GATA4
None,QRFPR,GATA5
None,QRFPR,TRERF1
None,QRFPR,GATA3
None,QRFPR,GATA2
None,ADCY7,POLR1A
None,ADCY7,ZNRD1
None,ADCY7,NAB1
None,ADCY7,KCNIP3
None,ADCY7,RFXANK
None,ADCY7,CTNNB1
None,ADCY7,MYC
None,ADCY7,PTMA
None,ADCY7,EGR1
None,ADCY7,BRD7
None,ADCY7,TCF7L2
None,ADCY7,DDX5
None,ADCY7,TRRAP
None,ADCY7,FOXP3
None,ADCY7,NFKB2
None,ADCY7,CREB1
None,ADCY7,CREBBP
None,ADCY7,PPARGC1A
None,ADCY7,CREB5
None,ADCY7,NF1
None,ADCY7,BCL3
None,ADCY7,ATF1
None,ADCY7,EAF1
None,ADCY7,NFKBIZ
None,GPR135,STAT1
None,GPR135,STAT5B
None,GPR135,STAT2
None,GPR135,PHF10
None,GPR135,STAT3
None,GPR135,PURA
None,GPR135,EGF
None,GPR135,STAT5A
None,IL4R,STAT4
None,IL4R,JUN
None,IL4R,NKX2-3
None,IL4R,MAF
None,IL4R,NR3C1
None,IL4R,TBX21
None,IL4R,PHOX2B
None,IL4R,STAT2
None,IL4R,GATA1
None,IL4R,HAND2
None,IL4R,SOX9
None,IL4R,FOS
None,IL4R,MXI1
None,IL4R,TRAF6
None,IL4R,BATF
None,IL4R,FOXP3
None,IL4R,ZNRD1
None,IL4R,NFKB2
None,IL4R,IRF2
None,IL4R,TNFAIP3
None,IL4R,TP53
None,IL4R,CREB1
None,IL4R,MYB
None,IL4R,GFI1
None,IL4R,KLF1
None,IL4R,NFKB1
None,IL4R,NFKBIA
None,IL4R,SMAD3
None,IL4R,RORC
None,IL4R,JUNB
None,IL4R,NAB2
None,IL4R,ATF3
None,IL4R,CREBBP
None,IL4R,IRF1
None,IL4R,KAT6A
None,IL4R,BACH2
None,IL4R,EGF
None,IL4R,VDR
None,IL4R,NFIL3
None,IL4R,NFATC1
None,IL4R,HLX
None,IL4R,IRF4
None,IL4R,NFKBIB
None,IL4R,GATA3
None,IL4R,STAT6
None,IL4R,STAT5A
None,IL4R,MYBL1
None,IL4R,NFATC2
None,IL4R,CIITA
None,IL4R,KAT5
None,IL4R,RORA
None,IL4R,STAT1
None,IL4R,IRF8
None,IL4R,STAT5B
None,IL4R,BCL3
None,IL4R,RUNX3
None,IL4R,IRF7
None,IL4R,EP300
None,IL4R,RXRA
None,IL4R,IKZF1
None,IL4R,TCF7
None,IL4R,IRF3
None,IL4R,EOMES
None,IL4R,RELB
None,IL4R,IRF5
None,IL4R,ETS1
None,IL4R,STAT3
None,IL4R,ZBTB16
None,IL4R,DNMT1
None,IL4R,IKBKB
None,IL4R,GTF2B
None,IL4R,SIRT2
None,IL4R,REL
None,IL4R,RELA
None,IL4R,CEBPB
None,IL4R,AR
None,IL4R,SPI1
None,IL4R,SIRT1
None,IL4R,CEBPD
None,IL4R,MYC
None,IL4R,EGR1
None,IL4R,HDAC1
None,IL4R,NELFCD
None,IL4R,BCL6
None,IL4R,APEX1
None,IL4R,MEF2A
None,IL4R,RARA
None,IL4R,HIF1A
None,IL4R,PRDM1
None,IL4R,KLF2
None,IL4R,PPARG
None,IL4R,FHL2
None,IL4R,NFKBIZ
None,IL4R,PAX5
None,ITGB1,PPARD
None,ITGB1,RUNX2
None,ITGB1,NR3C1
None,ITGB1,YBX1
None,ITGB1,PAX3
None,ITGB1,SSB
None,ITGB1,TRAF6
None,ITGB1,TSG101
None,ITGB1,SP7
None,ITGB1,RBL2
None,ITGB1,MKL1
None,ITGB1,PAX2
None,ITGB1,EED
None,ITGB1,COPS5
None,ITGB1,SIN3A
None,ITGB1,NANOG
None,ITGB1,SNAI1
None,ITGB1,SMAD3
None,ITGB1,SMAD2
None,ITGB1,ESR1
None,ITGB1,NR1H3
None,ITGB1,NFIL3
None,ITGB1,SUZ12
None,ITGB1,IRF4
None,ITGB1,GATA3
None,ITGB1,NR2F2
None,ITGB1,KLF4
None,ITGB1,LMO2
None,ITGB1,NFATC2
None,ITGB1,ZNF423
None,ITGB1,WT1
None,ITGB1,NEUROG3
None,ITGB1,PAX6
None,ITGB1,GLI3
None,ITGB1,STAT1
None,ITGB1,STAT5B
None,ITGB1,MEF2C
None,ITGB1,ID4
None,ITGB1,BMI1
None,ITGB1,PITX2
None,ITGB1,WWTR1
None,ITGB1,FOXO1
None,ITGB1,ABL1
None,ITGB1,SOX10
None,ITGB1,ZBTB16
None,ITGB1,UTF1
None,ITGB1,ZEB2
None,ITGB1,SIRT1
None,ITGB1,CTNNB1
None,ITGB1,GATA4
None,ITGB1,MYC
None,ITGB1,EGR1
None,ITGB1,HDAC1
None,ITGB1,MEF2A
None,ITGB1,SMAD4
None,ITGB1,KLF2
None,ITGB1,PPARG
None,ITGB1,FHL2
None,ITGB1,FOXM1
None,ITGB1,STAT4
None,ITGB1,JUN
None,ITGB1,MYCN
None,ITGB1,TBX21
None,ITGB1,NKX2-1
None,ITGB1,ID1
None,ITGB1,SOX9
None,ITGB1,FOS
None,ITGB1,PAX4
None,ITGB1,SRF
None,ITGB1,MAFB
None,ITGB1,FOXP3
None,ITGB1,MITF
None,ITGB1,TP53
None,ITGB1,CREB1
None,ITGB1,TBP
None,ITGB1,NKX2-5
None,ITGB1,UPF2
None,ITGB1,NFKB1
None,ITGB1,GATA6
None,ITGB1,HNF4A
None,ITGB1,CREBBP
None,ITGB1,MYOG
None,ITGB1,GLI2
None,ITGB1,MYOD1
None,ITGB1,PITX3
None,ITGB1,EGF
None,ITGB1,POU5F1
None,ITGB1,TWIST2
None,ITGB1,LIN28A
None,ITGB1,STAT6
None,ITGB1,TWIST1
None,ITGB1,STAT5A
None,ITGB1,FOXO3
None,ITGB1,EGR2
None,ITGB1,TRIP6
None,ITGB1,HMGA2
None,ITGB1,SMAD7
None,ITGB1,NF1
None,ITGB1,SOX17
None,ITGB1,E2F3
None,ITGB1,MYOCD
None,ITGB1,SOX2
None,ITGB1,TCF4
None,ITGB1,LEF1
None,ITGB1,FOXA1
None,ITGB1,IKZF1
None,ITGB1,HEY1
None,ITGB1,ESR2
None,ITGB1,DLX5
None,ITGB1,STAT3
None,ITGB1,ISL1
None,ITGB1,CEBPA
None,ITGB1,PGR
None,ITGB1,LIMD1
None,ITGB1,BRCA1
None,ITGB1,FOXC2
None,ITGB1,AR
None,ITGB1,SPI1
None,ITGB1,MEN1
None,ITGB1,NOTCH3
None,ITGB1,GLI1
None,ITGB1,ZEB1
None,ITGB1,SNAI2
None,ITGB1,NR1H2
None,ITGB1,SMURF2
None,ITGB1,EZH2
None,ITGB1,HIF1A
None,ITGB1,ETV5
None,ITGB1,PML
None,ITGB1,RBL1
None,ITGB1,FOXA2
None,ITGB1,ENO1
None,ITGB1,GATA2
None,EDA2R,PPARD
None,EDA2R,JUN
None,EDA2R,FOSL1
None,EDA2R,BTG2
None,EDA2R,BCL3
None,EDA2R,LEF1
None,EDA2R,ATM
None,EDA2R,FOXA1
None,EDA2R,FOS
None,EDA2R,IRF3
None,EDA2R,TRAF6
None,EDA2R,RELB
None,EDA2R,FOXI1
None,EDA2R,MSX1
None,EDA2R,NFKB2
None,EDA2R,MITF
None,EDA2R,TNFAIP3
None,EDA2R,MDM2
None,EDA2R,TP53
None,EDA2R,PAX1
None,EDA2R,TLX1
None,EDA2R,IKBKB
None,EDA2R,NR1D1
None,EDA2R,REL
None,EDA2R,RELA
None,EDA2R,NFKB1
None,EDA2R,NFKBIA
None,EDA2R,AR
None,EDA2R,CTNNB1
None,EDA2R,KLF8
None,EDA2R,ELF4
None,EDA2R,MYC
None,EDA2R,NCOR1
None,EDA2R,CREBBP
None,EDA2R,HDAC1
None,EDA2R,MYOD1
None,EDA2R,APBB1
None,EDA2R,HIF1A
None,EDA2R,FOXO4
None,EDA2R,NR2C2
None,EDA2R,PRDM1
None,EDA2R,NFKBIB
None,EDA2R,KLF2
None,EDA2R,DDB2
None,EDA2R,FHL2
None,EDA2R,PAX5
None,EDA2R,KAT5
None,PDE1C,MEIS1
None,PDE1C,ETV1
None,PDE1C,JUNB
None,PDE1C,ZIC1
None,PDE1C,TWIST1
None,PDE1C,KCNIP3
None,PDE1C,FOXP2
None,PDE1C,LDB1
None,PDE1C,NPAS3
None,CD72,TBX21
None,CD72,MXI1
None,CD72,FOXP3
None,CD72,NR0B2
None,CD72,NAB2
None,CD72,EBF1
None,CD72,NFATC1
None,CD72,IRF4
None,CD72,STAT6
None,CD72,CIITA
None,CD72,STAT1
None,CD72,IRF8
None,CD72,KCNIP3
None,CD72,IKZF1
None,CD72,POU2AF1
None,CD72,IRF5
None,CD72,SPI1
None,CD72,SPIB
None,CD72,BCL6
None,CD72,PAX5
None,ITGA4,JUN
None,ITGA4,IFI16
None,ITGA4,CBFB
None,ITGA4,MYCN
None,ITGA4,RUNX2
None,ITGA4,TBX21
None,ITGA4,ID3
None,ITGA4,HLTF
None,ITGA4,ID1
None,ITGA4,SOX9
None,ITGA4,FOS
None,ITGA4,FOXP3
None,ITGA4,PTTG1
None,ITGA4,TP53
None,ITGA4,GFI1
None,ITGA4,EED
None,ITGA4,FLI1
None,ITGA4,NFKB1
None,ITGA4,NANOG
None,ITGA4,RORC
None,ITGA4,DLX3
None,ITGA4,DMAP1
None,ITGA4,ESR1
None,ITGA4,EGF
None,ITGA4,POU5F1
None,ITGA4,NR1H3
None,ITGA4,ATOH1
None,ITGA4,SUZ12
None,ITGA4,IRF4
None,ITGA4,GATA3
None,ITGA4,STAT6
None,ITGA4,STAT5A
None,ITGA4,WT1
None,ITGA4,ID2
None,ITGA4,PAX6
None,ITGA4,STAT1
None,ITGA4,IRF8
None,ITGA4,STAT5B
None,ITGA4,TCF3
None,ITGA4,ID4
None,ITGA4,SOX2
None,ITGA4,RUNX3
None,ITGA4,BMI1
None,ITGA4,ATM
None,ITGA4,IKZF1
None,ITGA4,EOMES
None,ITGA4,MDM2
None,ITGA4,STAT3
None,ITGA4,ZBTB16
None,ITGA4,NEUROD1
None,ITGA4,REL
None,ITGA4,ETS2
None,ITGA4,SPI1
None,ITGA4,NOTCH3
None,ITGA4,CTNNB1
None,ITGA4,NR1H2
None,ITGA4,MYC
None,ITGA4,NELFCD
None,ITGA4,BCL6
None,ITGA4,EZH2
None,ITGA4,PRDM1
None,ITGA4,PPARG
None,HRH1,FOS
None,HRH1,FOXP3
None,HRH1,TFAP2A
None,HRH1,NR1I2
None,HRH1,FOXQ1
None,HRH1,AR
None,HRH1,SMAD3
None,HRH1,SMAD2
None,HRH1,EGR1
None,HRH1,IRF6
None,IL15RA,STAT4
None,IL15RA,IFI16
None,IL15RA,STAT1
None,IL15RA,IRF8
None,IL15RA,STAT5B
None,IL15RA,EIF2AK2
None,IL15RA,TBX21
None,IL15RA,STAT2
None,IL15RA,BCL3
None,IL15RA,HIVEP2
None,IL15RA,IRF7
None,IL15RA,MXI1
None,IL15RA,EOMES
None,IL15RA,RELB
None,IL15RA,FOXP3
None,IL15RA,NFKB2
None,IL15RA,IRF2
None,IL15RA,IRF5
None,IL15RA,TNFAIP3
None,IL15RA,IRF9
None,IL15RA,STAT3
None,IL15RA,NFKB1
None,IL15RA,CEBPB
None,IL15RA,NFKBIA
None,IL15RA,TRIM25
None,IL15RA,ELF4
None,IL15RA,IRF1
None,IL15RA,BACH2
None,IL15RA,NFIL3
None,IL15RA,NKX3-1
None,IL15RA,PRDM1
None,IL15RA,IRF4
None,IL15RA,GATA3
None,IL15RA,STAT6
None,IL15RA,STAT5A
None,IL15RA,KLF2
None,IL15RA,NFKBIZ
None,IL15RA,PAX5
None,CD151,JUN
None,CD151,LMX1B
None,CD151,PAX3
None,CD151,SOX9
None,CD151,BATF
None,CD151,TSG101
None,CD151,TP53
None,CD151,NR0B2
None,CD151,SNAI1
None,CD151,FOXF1
None,CD151,EGF
None,CD151,RAD51
None,CD151,NKX3-1
None,CD151,TRIM16
None,CD151,WT1
None,CD151,SP100
None,CD151,TP63
None,CD151,STAT3
None,CD151,CEBPE
None,CD151,AR
None,CD151,SNAI2
None,CD151,KLF8
None,CD151,MYC
None,CD151,NELFCD
None,CD151,TFCP2
None,CD151,JARID2
None,CD151,ENO1
None,ROBO3,PHOX2B
None,ROBO3,CITED2
None,ROBO3,PAX3
None,ROBO3,TBX20
None,ROBO3,PAX8
None,ROBO3,TRAF6
None,ROBO3,ZHX2
None,ROBO3,HIC1
None,ROBO3,TP53
None,ROBO3,LHX4
None,ROBO3,UPF2
None,ROBO3,LHX3
None,ROBO3,ETV1
None,ROBO3,EVX1
None,ROBO3,KLF7
None,ROBO3,ZIC1
None,ROBO3,GLI2
None,ROBO3,PTF1A
None,ROBO3,ATOH1
None,ROBO3,HOXB1
None,ROBO3,EGR2
None,ROBO3,UPF1
None,ROBO3,CTNNBIP1
None,ROBO3,GCM2
None,ROBO3,PAX6
None,ROBO3,STAT1
None,ROBO3,EIF2AK2
None,ROBO3,HOXA1
None,ROBO3,IRF7
None,ROBO3,IRF3
None,ROBO3,SIM2
None,ROBO3,ABL1
None,ROBO3,SOX10
None,ROBO3,ISL1
None,ROBO3,ATF6
None,ROBO3,IKBKB
None,ROBO3,POU4F1
None,ROBO3,OTX1
None,ROBO3,MLX
None,ROBO3,POU4F2
None,ROBO3,MEIS2
None,ROBO3,PHOX2A
None,ROBO3,LHX2
None,ROBO3,ZIC2
None,ROBO3,SALL4
None,ROBO3,NR4A2
None,ROBO3,ASCL1
None,ROBO3,ONECUT2
None,ROBO3,POU3F2
None,ROBO3,GCM1
None,ITGB2,IFI16
None,ITGB2,RUNX2
None,ITGB2,NR3C1
None,ITGB2,LMX1B
None,ITGB2,PBX2
None,ITGB2,TRAF6
None,ITGB2,BATF
None,ITGB2,TNFAIP3
None,ITGB2,EED
None,ITGB2,FLI1
None,ITGB2,COPS5
None,ITGB2,NFKBIA
None,ITGB2,SMAD3
None,ITGB2,RORC
None,ITGB2,MEF2B
None,ITGB2,SMAD2
None,ITGB2,ESR1
None,ITGB2,IRF1
None,ITGB2,NR1H3
None,ITGB2,SUZ12
None,ITGB2,IRF4
None,ITGB2,CBFA2T3
None,ITGB2,LMO2
None,ITGB2,NFATC2
None,ITGB2,PAX6
None,ITGB2,STAT1
None,ITGB2,MEF2D
None,ITGB2,MEF2C
None,ITGB2,RUNX3
None,ITGB2,BMI1
None,ITGB2,RXRA
None,ITGB2,TGIF1
None,ITGB2,WWTR1
None,ITGB2,ABL1
None,ITGB2,POU2AF1
None,ITGB2,REL
None,ITGB2,CTNNB1
None,ITGB2,MYC
None,ITGB2,EGR1
None,ITGB2,SPIB
None,ITGB2,BCL6
None,ITGB2,SMAD4
None,ITGB2,HOXD3
None,ITGB2,KLF2
None,ITGB2,PPARG
None,ITGB2,FHL2
None,ITGB2,STAT4
None,ITGB2,JUN
None,ITGB2,MEIS1
None,ITGB2,ZFP36
None,ITGB2,TBX21
None,ITGB2,FOS
None,ITGB2,SRF
None,ITGB2,MAFB
None,ITGB2,PAX8
None,ITGB2,FOXP3
None,ITGB2,NFKB2
None,ITGB2,TP53
None,ITGB2,GFI1
None,ITGB2,NFKB1
None,ITGB2,JUNB
None,ITGB2,EGF
None,ITGB2,ZMYND11
None,ITGB2,NFATC1
None,ITGB2,STAT6
None,ITGB2,STAT5A
None,ITGB2,CIITA
None,ITGB2,TRIP6
None,ITGB2,TEAD4
None,ITGB2,SATB1
None,ITGB2,IRF8
None,ITGB2,BCL3
None,ITGB2,EHF
None,ITGB2,IRF7
None,ITGB2,EP300
None,ITGB2,TEAD1
None,ITGB2,IKZF1
None,ITGB2,RELB
None,ITGB2,IRF5
None,ITGB2,ETS1
None,ITGB2,STAT3
None,ITGB2,CEBPA
None,ITGB2,CEBPB
None,ITGB2,CEBPE
None,ITGB2,BRCA1
None,ITGB2,SPI1
None,ITGB2,HDAC4
None,ITGB2,NOTCH3
None,ITGB2,CEBPD
None,ITGB2,THRB
None,ITGB2,NR1H2
None,ITGB2,EZH2
None,ITGB2,RARA
None,ITGB2,HIF1A
None,ITGB2,ANKRD1
None,ITGB2,NFKBIZ
None,ITGB2,GATA2
None,CDH7,STAT4
None,CDH7,MAF
None,CDH7,PHOX2B
None,CDH7,HOXB13
None,CDH7,PAX3
None,CDH7,SOX9
None,CDH7,HOXC8
None,CDH7,FOXD3
None,CDH7,TFAP2B
None,CDH7,PAX2
None,CDH7,SNAI1
None,CDH7,ZIC1
None,CDH7,KAT6A
None,CDH7,HOXA10
None,CDH7,HOXB7
None,CDH7,HOXB1
None,CDH7,IRF4
None,CDH7,EGR2
None,CDH7,PAX6
None,CDH7,CDC5L
None,CDH7,PITX1
None,CDH7,LEF1
None,CDH7,HOXC6
None,CDH7,ESR2
None,CDH7,FOXP2
None,CDH7,MSX1
None,CDH7,SOX10
None,CDH7,IRF5
None,CDH7,REST
None,CDH7,ISL1
None,CDH7,PAX1
None,CDH7,TFAP2A
None,CDH7,POU4F2
None,CDH7,NFE2L1
None,CDH7,TBPL1
None,CDH7,SNAI2
None,CDH7,CTNNB1
None,CDH7,ZIC2
None,CDH7,HOXA7
None,CDH7,PRDM14
None,CDH7,ASCL1
None,CDH7,NPAS3
None,CDH7,POU3F2
None,CDH7,MSX2
None,EPHB1,HES6
None,EPHB1,APC
None,EPHB1,STAT2
None,EPHB1,ELF1
None,EPHB1,ZIC3
None,EPHB1,PAX3
None,EPHB1,SPEN
None,EPHB1,TAF5
None,EPHB1,PAX2
None,EPHB1,TRIB3
None,EPHB1,SMAD3
None,EPHB1,SMAD2
None,EPHB1,ZIC1
None,EPHB1,MYF6
None,EPHB1,ESR1
None,EPHB1,RAD51
None,EPHB1,GATA3
None,EPHB1,PAX6
None,EPHB1,GLI3
None,EPHB1,ASH1L
None,EPHB1,STAT1
None,EPHB1,STAT5B
None,EPHB1,ATM
None,EPHB1,KCNIP3
None,EPHB1,TCF7
None,EPHB1,MTA2
None,EPHB1,POU3F4
None,EPHB1,ABL1
None,EPHB1,OLIG2
None,EPHB1,ATF6
None,EPHB1,NEUROD1
None,EPHB1,LDB1
None,EPHB1,SPDEF
None,EPHB1,TBX5
None,EPHB1,CTNNB1
None,EPHB1,GATA4
None,EPHB1,ELF4
None,EPHB1,MYC
None,EPHB1,EGR1
None,EPHB1,HMGB2
None,EPHB1,LHX2
None,EPHB1,ZIC2
None,EPHB1,SMAD4
None,EPHB1,FOXJ1
None,EPHB1,ASCL1
None,EPHB1,BRD7
None,EPHB1,MTA1
None,EPHB1,TCF7L2
None,EPHB1,STAT4
None,EPHB1,JUN
None,EPHB1,SETBP1
None,EPHB1,NKX2-1
None,EPHB1,TRRAP
None,EPHB1,SOX9
None,EPHB1,MTA3
None,EPHB1,FOS
None,EPHB1,SRF
None,EPHB1,BPTF
None,EPHB1,TBR1
None,EPHB1,TP53
None,EPHB1,CREB1
None,EPHB1,FOXP1
None,EPHB1,ETV6
None,EPHB1,LHX3
None,EPHB1,NR4A3
None,EPHB1,ETV1
None,EPHB1,TAF1
None,EPHB1,HNF4A
None,EPHB1,CREBBP
None,EPHB1,PARP1
None,EPHB1,MYOG
None,EPHB1,GLI2
None,EPHB1,MYOD1
None,EPHB1,EGF
None,EPHB1,PTF1A
None,EPHB1,NR2F1
None,EPHB1,PROX1
None,EPHB1,STAT6
None,EPHB1,STAT5A
None,EPHB1,CREB5
None,EPHB1,TRIP6
None,EPHB1,KAT5
None,EPHB1,RORA
None,EPHB1,NF1
None,EPHB1,SOX2
None,EPHB1,EP300
None,EPHB1,LEF1
None,EPHB1,HNF4G
None,EPHB1,STAT3
None,EPHB1,ISL1
None,EPHB1,POU3F1
None,EPHB1,NR4A1
None,EPHB1,AR
None,EPHB1,NOTCH3
None,EPHB1,GLI1
None,EPHB1,SNAI2
None,EPHB1,ELF2
None,EPHB1,EZH2
None,EPHB1,NR4A2
None,EPHB1,NR2C2
None,EPHB1,FOXG1
None,EPHB1,RBPJ
None,EPHB1,GATA2
None,CRHR1,STAT4
None,CRHR1,NR3C2
None,CRHR1,NR3C1
None,CRHR1,ECD
None,CRHR1,TBX21
None,CRHR1,NHLH2
None,CRHR1,BTG2
None,CRHR1,FOS
None,CRHR1,THRA
None,CRHR1,MAFB
None,CRHR1,HDAC5
None,CRHR1,POU2F1
None,CRHR1,TBR1
None,CRHR1,TNFAIP3
None,CRHR1,TP53
None,CRHR1,SCD5
None,CRHR1,CREB1
None,CRHR1,CREM
None,CRHR1,NKX2-5
None,CRHR1,YY1
None,CRHR1,NFKBIA
None,CRHR1,ZIC1
None,CRHR1,CREBBP
None,CRHR1,MECP2
None,CRHR1,ESR1
None,CRHR1,GLI2
None,CRHR1,FOSB
None,CRHR1,NR5A1
None,CRHR1,TSC22D3
None,CRHR1,ZNF202
None,CRHR1,SATB2
None,CRHR1,BCL3
None,CRHR1,SP100
None,CRHR1,EP300
None,CRHR1,LEF1
None,CRHR1,MSC
None,CRHR1,LMO3
None,CRHR1,ESR2
None,CRHR1,MSX1
None,CRHR1,TP63
None,CRHR1,POU1F1
None,CRHR1,IRF5
None,CRHR1,DNMT1
None,CRHR1,PAX1
None,CRHR1,OLIG2
None,CRHR1,FOXE1
None,CRHR1,NEUROD1
None,CRHR1,NR4A1
None,CRHR1,CEBPE
None,CRHR1,AR
None,CRHR1,HDAC4
None,CRHR1,CTNNB1
None,CRHR1,THRB
None,CRHR1,EGR1
None,CRHR1,EAF1
None,CRHR1,IRF6
None,CRHR1,NR4A2
None,CRHR1,BRD7
None,CRHR1,POU3F2
None,CRHR1,MSX2
None,FGFRL1,HES6
None,FGFRL1,FOXL1
None,FGFRL1,PAX8
None,FGFRL1,BRPF1
None,FGFRL1,ERF
None,FGFRL1,PAX2
None,FGFRL1,SOX6
None,FGFRL1,TRIB3
None,FGFRL1,MXD4
None,FGFRL1,NKX3-1
None,FGFRL1,ETV4
None,FGFRL1,GCM2
None,FGFRL1,SFPQ
None,FGFRL1,E2F3
None,FGFRL1,PITX1
None,FGFRL1,HOXA1
None,FGFRL1,LEF1
None,FGFRL1,HEY1
None,FGFRL1,ING4
None,FGFRL1,WHSC1
None,FGFRL1,STAT3
None,FGFRL1,ETV3
None,FGFRL1,HOXA11
None,FGFRL1,SCAND1
None,FGFRL1,MYC
None,FGFRL1,ETV5
None,FGFRL1,BRD7
None,FGFRL1,MTA1
None,FGFRL1,CTBP1
None,COL13A1,LMX1B
None,COL13A1,ID1
None,COL13A1,PAX3
None,COL13A1,NR2F1
None,COL13A1,NEUROG3
None,COL13A1,GLI3
None,COL13A1,LYL1
None,COL13A1,SOX10
None,COL13A1,BRD7
None,COL13A1,RBPJ
None,COL13A1,MSX2
None,COL13A1,MYBBP1A
None,SIRPA,NR3C2
None,SIRPA,MAF
None,SIRPA,NR3C1
None,SIRPA,FOS
None,SIRPA,MAFB
None,SIRPA,TRAF6
None,SIRPA,FOXP3
None,SIRPA,IRF2
None,SIRPA,EGR3
None,SIRPA,NKX2-5
None,SIRPA,NR0B2
None,SIRPA,ZIC1
None,SIRPA,EGF
None,SIRPA,POU5F1
None,SIRPA,VDR
None,SIRPA,NFIA
None,SIRPA,NFATC1
None,SIRPA,IRF4
None,SIRPA,STAT5A
None,SIRPA,KLF4
None,SIRPA,EGR2
None,SIRPA,ID2
None,SIRPA,NF1
None,SIRPA,IRF8
None,SIRPA,MEF2C
None,SIRPA,TCF4
None,SIRPA,IRF7
None,SIRPA,RELB
None,SIRPA,STAT3
None,SIRPA,ISL1
None,SIRPA,NFIX
None,SIRPA,AR
None,SIRPA,TBX5
None,SIRPA,SPI1
None,SIRPA,BCL6
None,GP1BB,DDX5
None,GP1BB,MEIS1
None,GP1BB,GATA1
None,GP1BB,SSB
None,GP1BB,SOX9
None,GP1BB,BPTF
None,GP1BB,MYB
None,GP1BB,TLX1
None,GP1BB,MYBL2
None,GP1BB,SUPT3H
None,GP1BB,HNRNPD
None,GP1BB,E2F2
None,GP1BB,TAL1
None,GP1BB,GFI1B
None,GP1BB,MYOD1
None,GP1BB,MYBL1
None,GP1BB,CDC5L
None,GP1BB,HOXA9
None,GP1BB,PLAGL1
None,GP1BB,MSC
None,GP1BB,LYL1
None,GP1BB,SERTAD1
None,GP1BB,TBX3
None,GP1BB,HMG20B
None,GP1BB,NFE2
None,GP1BB,HIRA
None,GP1BB,TBX2
None,GP1BB,SNW1
None,GP1BB,GATA2
None,GCGR,NR3C2
None,GCGR,NR3C1
None,GCGR,ARX
None,GCGR,FOS
None,GCGR,PAX4
None,GCGR,CREB1
None,GCGR,NR1H4
None,GCGR,HNF1A
None,GCGR,HNF4A
None,GCGR,ESR1
None,GCGR,SREBF1
None,GCGR,PPARGC1A
None,GCGR,TSC22D3
None,GCGR,NEUROG3
None,GCGR,PAX6
None,GCGR,EP300
None,GCGR,FOXO1
None,GCGR,PDX1
None,GCGR,NEUROD1
None,GCGR,MEN1
None,GCGR,PER2
None,GCGR,THRB
None,GCGR,EGR1
None,GCGR,MLXIPL
None,GCGR,ARNTL
None,GCGR,FOXA2
None,GCGR,TCF7L2
None,GCGR,PPARG
None,GCGR,NKX2-2
None,GCGR,FOXM1
None,CSF2RB,STAT4
None,CSF2RB,IFI16
None,CSF2RB,TBX21
