ligand,receptor,TF
None,FAP,FOXC2
None,FAP,SNAI2
None,FAP,PHB2
None,ITGB4,RUNX2
None,ITGB4,YBX1
None,ITGB4,HR
None,ITGB4,LMX1B
None,ITGB4,RBL2
None,ITGB4,PAX2
None,ITGB4,CBX8
None,ITGB4,NFKBIA
None,ITGB4,NR0B2
None,ITGB4,NANOG
None,ITGB4,SNAI1
None,ITGB4,SMAD3
None,ITGB4,HOXC13
None,ITGB4,SMAD2
None,ITGB4,ESR1
None,ITGB4,EPAS1
None,ITGB4,NFKBIB
None,ITGB4,KLF4
None,ITGB4,WT1
None,ITGB4,MSX1
None,ITGB4,SOX10
None,ITGB4,TCF12
None,ITGB4,REL
None,ITGB4,SPDEF
None,ITGB4,CTNNB1
None,ITGB4,MYC
None,ITGB4,PTMA
None,ITGB4,EGR1
None,ITGB4,MEF2A
None,ITGB4,SMAD4
None,ITGB4,FOXJ1
None,ITGB4,PPARG
None,ITGB4,FHL2
None,ITGB4,MSX2
None,ITGB4,JUN
None,ITGB4,FOSL1
None,ITGB4,RARG
None,ITGB4,NKX2-1
None,ITGB4,CITED2
None,ITGB4,SOX9
None,ITGB4,FOS
None,ITGB4,SRF
None,ITGB4,PAX8
None,ITGB4,NFKB2
None,ITGB4,TP53
None,ITGB4,NFKB1
None,ITGB4,TP73
None,ITGB4,GLI2
None,ITGB4,NCOA3
None,ITGB4,EGF
None,ITGB4,POU5F1
None,ITGB4,LIN28A
None,ITGB4,TWIST1
None,ITGB4,EGR2
None,ITGB4,KLF5
None,ITGB4,TRIP6
None,ITGB4,SOX2
None,ITGB4,BCL3
None,ITGB4,EHF
None,ITGB4,LEF1
None,ITGB4,RELB
None,ITGB4,TP63
None,ITGB4,MDM2
None,ITGB4,STAT3
None,ITGB4,CDX2
None,ITGB4,IKBKB
None,ITGB4,PGR
None,ITGB4,RELA
None,ITGB4,BRCA1
None,ITGB4,AR
None,ITGB4,NOTCH3
None,ITGB4,GLI1
None,ITGB4,ZEB1
None,ITGB4,SNAI2
None,ITGB4,RBL1
None,ITGB4,POU3F2
None,TGFBR3,PPARD
None,TGFBR3,JUN
None,TGFBR3,JUND
None,TGFBR3,RUNX2
None,TGFBR3,MEF2C
None,TGFBR3,SOX2
None,TGFBR3,FOXL2
None,TGFBR3,RUNX3
None,TGFBR3,SKIL
None,TGFBR3,ID1
None,TGFBR3,EP300
None,TGFBR3,LEF1
None,TGFBR3,SOX9
None,TGFBR3,SOX4
None,TGFBR3,FOS
None,TGFBR3,TCF7
None,TGFBR3,TRAF6
None,TGFBR3,FOXO1
None,TGFBR3,PRDM2
None,TGFBR3,SIX1
None,TGFBR3,MDM2
None,TGFBR3,ETS1
None,TGFBR3,TP53
None,TGFBR3,STAT3
None,TGFBR3,PGR
None,TGFBR3,SMAD1
None,TGFBR3,ZEB2
None,TGFBR3,SPDEF
None,TGFBR3,ETS2
None,TGFBR3,AR
None,TGFBR3,FOXC1
None,TGFBR3,SNAI1
None,TGFBR3,NOTCH3
None,TGFBR3,SMAD3
None,TGFBR3,SMAD2
None,TGFBR3,ZEB1
None,TGFBR3,SNAI2
None,TGFBR3,CTNNB1
None,TGFBR3,NFIB
None,TGFBR3,MYC
None,TGFBR3,ESR1
None,TGFBR3,SMURF2
None,TGFBR3,EGR1
None,TGFBR3,NELFCD
None,TGFBR3,NCOA3
None,TGFBR3,EGF
None,TGFBR3,SMAD4
None,TGFBR3,HIF1A
None,TGFBR3,TWIST2
None,TGFBR3,EPAS1
None,TGFBR3,NR5A1
None,TGFBR3,NKX3-1
None,TGFBR3,GATA3
None,TGFBR3,TWIST1
None,TGFBR3,FOXO3
None,TGFBR3,RBPJ
None,TGFBR3,GATA2
None,TGFBR3,HMGA2
None,TGFBR3,ID2
None,TGFBR3,SMAD7
None,IL2RB,PPARD
None,IL2RB,STAT4
None,IL2RB,RORA
None,IL2RB,JUN
None,IL2RB,MAF
None,IL2RB,SPIC
None,IL2RB,RUNX2
None,IL2RB,STAT1
None,IL2RB,IRF8
None,IL2RB,STAT5B
None,IL2RB,TCF3
None,IL2RB,TBX21
None,IL2RB,ID3
None,IL2RB,STAT2
None,IL2RB,RUNX3
None,IL2RB,GATA1
None,IL2RB,IRF7
None,IL2RB,EP300
None,IL2RB,LEF1
None,IL2RB,SOX9
None,IL2RB,NCOA1
None,IL2RB,RXRA
None,IL2RB,FOS
None,IL2RB,IKZF1
None,IL2RB,TCF7
None,IL2RB,IRF3
None,IL2RB,EOMES
None,IL2RB,TRAF6
None,IL2RB,RELB
None,IL2RB,BATF
None,IL2RB,FOXP3
None,IL2RB,FOXO1
None,IL2RB,RUNX1
None,IL2RB,USF1
None,IL2RB,ABL1
None,IL2RB,MED15
None,IL2RB,XRCC6
None,IL2RB,POU2AF1
None,IL2RB,IRF2
None,IL2RB,IRF5
None,IL2RB,TNFAIP3
None,IL2RB,ETS1
None,IL2RB,TP53
None,IL2RB,STAT3
None,IL2RB,CDX2
None,IL2RB,TCF12
None,IL2RB,CREB1
None,IL2RB,MYB
None,IL2RB,ZBTB16
None,IL2RB,FOXP1
None,IL2RB,GFI1
None,IL2RB,ATF6
None,IL2RB,IKBKB
None,IL2RB,GTF2B
None,IL2RB,EGR3
None,IL2RB,SIRT2
None,IL2RB,REL
None,IL2RB,AHR
None,IL2RB,RELA
None,IL2RB,NFKB1
None,IL2RB,NR4A1
None,IL2RB,SP1
None,IL2RB,TRIM25
None,IL2RB,AR
None,IL2RB,SPI1
None,IL2RB,MEN1
None,IL2RB,ZNF300
None,IL2RB,SIRT1
None,IL2RB,SNAI1
None,IL2RB,SMAD3
None,IL2RB,RORC
None,IL2RB,ZEB1
None,IL2RB,TAL1
None,IL2RB,CTNNB1
None,IL2RB,ELF4
None,IL2RB,MYC
None,IL2RB,NCOR1
None,IL2RB,CREBBP
None,IL2RB,ESR1
None,IL2RB,IRF1
None,IL2RB,KAT6A
None,IL2RB,HDAC1
None,IL2RB,SPIB
None,IL2RB,BACH2
None,IL2RB,NELFCD
None,IL2RB,TCF19
None,IL2RB,BCL6
None,IL2RB,EGF
None,IL2RB,VDR
None,IL2RB,EBF1
None,IL2RB,NFIL3
None,IL2RB,RARA
None,IL2RB,DDIT3
None,IL2RB,ATF4
None,IL2RB,PPARA
None,IL2RB,NCOR2
None,IL2RB,NFATC1
None,IL2RB,PPARGC1A
None,IL2RB,FOXO4
None,IL2RB,PRDM1
None,IL2RB,IRF4
None,IL2RB,GATA3
None,IL2RB,STAT6
None,IL2RB,TCF7L2
None,IL2RB,STAT5A
None,IL2RB,KLF2
None,IL2RB,PPARG
None,IL2RB,SNW1
None,IL2RB,KLF4
None,IL2RB,LMO2
None,IL2RB,FOXO3
None,IL2RB,ATF5
None,IL2RB,MYBL1
None,IL2RB,EGR2
None,IL2RB,NFATC2
None,IL2RB,CIITA
None,IL2RB,RBPJ
None,IL2RB,PAX5
None,IL2RB,ID2
None,BDKRB1,JUN
None,BDKRB1,TP53
None,BDKRB1,CREB1
None,BDKRB1,TBP
None,BDKRB1,FOXF1
None,BDKRB1,NR5A2
None,BDKRB1,ZIC2
None,PROCR,JUN
None,PROCR,APC
None,PROCR,HIF3A
None,PROCR,ONECUT1
None,PROCR,TP53
None,PROCR,NFIC
None,PROCR,NR1I2
None,PROCR,ZEB2
None,PROCR,FOXC2
None,PROCR,ZEB1
None,PROCR,TAL1
None,PROCR,GFI1B
None,PROCR,ESR1
None,PROCR,PBX1
None,PROCR,TCF19
None,PROCR,EGF
None,PROCR,NFIA
None,PROCR,PLAGL2
None,PROCR,TWIST2
None,PROCR,ZNF143
None,PROCR,GATA3
None,PROCR,TWIST1
None,PROCR,FOXM1
None,PROCR,GATA2
None,PROKR2,PHOX2B
None,PROKR2,NHLH2
None,PROKR2,LHX4
None,PROKR2,NR1D1
None,PROKR2,LHX3
None,PROKR2,KLF7
None,PROKR2,GLI2
None,PROKR2,NR5A1
None,PROKR2,SOX2
None,PROKR2,OTX2
None,PROKR2,POU1F1
None,PROKR2,SOX10
None,PROKR2,DLX5
None,PROKR2,KLF6
None,PROKR2,ZEB2
None,PROKR2,NR0B1
None,PROKR2,POU2F2
None,PROKR2,LHX2
None,PROKR2,CLOCK
None,PROKR2,ARNTL
None,PROKR2,CREB3L1
None,PGRMC1,NR3C1
None,PGRMC1,NFKB2
None,PGRMC1,FIGLA
None,PGRMC1,TP53
None,PGRMC1,RB1
None,PGRMC1,SND1
None,PGRMC1,COPS5
None,PGRMC1,NFKB1
None,PGRMC1,NFKBIA
None,PGRMC1,BDP1
None,PGRMC1,ESR1
None,PGRMC1,EGF
None,PGRMC1,BARD1
None,PGRMC1,NR5A1
None,PGRMC1,NFKBIB
None,PGRMC1,FOXL2
None,PGRMC1,BCL3
None,PGRMC1,HOXA1
None,PGRMC1,NCOA1
None,PGRMC1,DNMT3A
None,PGRMC1,ESR2
None,PGRMC1,NR1I2
None,PGRMC1,PGR
None,PGRMC1,AR
None,PGRMC1,ILF3
None,PGRMC1,NCOA2
None,PGRMC1,MYC
None,PGRMC1,RBMX
None,PGRMC1,CREB3L1
None,PGRMC1,ANKRD1
None,PGRMC1,FOXM1
None,PGRMC1,NFKBIZ
None,PGRMC1,RBBP7
None,KCND1,PA2G4
None,KCND1,TRIB3
None,KCND1,GATA6
None,KCND1,ATOH1
None,KCND1,KCNIP3
None,KCND1,GATA5
None,KCND1,PHOX2A
None,MLNR,MKL1
None,MLNR,MYBL2
None,MLNR,NR1H4
None,MLNR,SP1
None,MLNR,BTAF1
None,TNFRSF10A,STAT4
None,TNFRSF10A,UBTF
None,TNFRSF10A,AIRE
None,TNFRSF10A,JUN
None,TNFRSF10A,NR3C2
None,TNFRSF10A,CBFB
None,TNFRSF10A,RUNX2
None,TNFRSF10A,NR3C1
None,TNFRSF10A,NKX2-1
None,TNFRSF10A,ID3
None,TNFRSF10A,STAT2
None,TNFRSF10A,DR1
None,TNFRSF10A,FOS
None,TNFRSF10A,THRA
None,TNFRSF10A,PAX4
None,TNFRSF10A,TRAF6
None,TNFRSF10A,FOXP3
None,TNFRSF10A,POU2F1
None,TNFRSF10A,NFKB2
None,TNFRSF10A,TNFAIP3
None,TNFRSF10A,TP53
None,TNFRSF10A,CREB1
None,TNFRSF10A,CREM
None,TNFRSF10A,FOXD3
None,TNFRSF10A,NKX2-5
None,TNFRSF10A,YY1
None,TNFRSF10A,AHR
None,TNFRSF10A,NFKB1
None,TNFRSF10A,NFKBIA
None,TNFRSF10A,NR1H4
None,TNFRSF10A,SP1
None,TNFRSF10A,NR0B2
None,TNFRSF10A,NANOG
None,TNFRSF10A,SNAI1
None,TNFRSF10A,SMAD3
None,TNFRSF10A,DAXX
None,TNFRSF10A,TP73
None,TNFRSF10A,SMAD2
None,TNFRSF10A,HNF1A
None,TNFRSF10A,DLX3
None,TNFRSF10A,ATF3
None,TNFRSF10A,HDAC2
None,TNFRSF10A,HNF4A
None,TNFRSF10A,NCOR1
None,TNFRSF10A,CREBBP
None,TNFRSF10A,ESR1
None,TNFRSF10A,PARP1
None,TNFRSF10A,XBP1
None,TNFRSF10A,IRF1
None,TNFRSF10A,SREBF1
None,TNFRSF10A,GLI2
None,TNFRSF10A,BACH2
None,TNFRSF10A,EGF
None,TNFRSF10A,POU5F1
None,TNFRSF10A,PTF1A
None,TNFRSF10A,VDR
None,TNFRSF10A,KLF11
None,TNFRSF10A,AATF
None,TNFRSF10A,NR1H3
None,TNFRSF10A,ATF4
None,TNFRSF10A,TWIST2
None,TNFRSF10A,TWIST1
None,TNFRSF10A,STAT5A
None,TNFRSF10A,KLF4
None,TNFRSF10A,FOXO3
None,TNFRSF10A,WT1
None,TNFRSF10A,NF1
None,TNFRSF10A,GLI3
None,TNFRSF10A,TRPS1
None,TNFRSF10A,STAT1
None,TNFRSF10A,SP4
None,TNFRSF10A,STAT5B
None,TNFRSF10A,SOX2
None,TNFRSF10A,BCL3
None,TNFRSF10A,RUNX3
None,TNFRSF10A,SP100
None,TNFRSF10A,IRF7
None,TNFRSF10A,EP300
None,TNFRSF10A,ATM
None,TNFRSF10A,KCNIP3
None,TNFRSF10A,RXRA
None,TNFRSF10A,IRF3
None,TNFRSF10A,RELB
None,TNFRSF10A,ESR2
None,TNFRSF10A,FOXO1
None,TNFRSF10A,USF1
None,TNFRSF10A,ABL1
None,TNFRSF10A,MED1
None,TNFRSF10A,IRF5
None,TNFRSF10A,MDM2
None,TNFRSF10A,DLX5
None,TNFRSF10A,PDX1
None,TNFRSF10A,TFDP3
None,TNFRSF10A,STAT3
None,TNFRSF10A,DNMT1
None,TNFRSF10A,NR1I3
None,TNFRSF10A,ATF6
None,TNFRSF10A,IKBKB
None,TNFRSF10A,NEUROD1
None,TNFRSF10A,NR1I2
None,TNFRSF10A,REL
None,TNFRSF10A,RELA
None,TNFRSF10A,NR4A1
None,TNFRSF10A,BRCA1
None,TNFRSF10A,AR
None,TNFRSF10A,SIRT1
None,TNFRSF10A,GLI1
None,TNFRSF10A,SNAI2
None,TNFRSF10A,CTNNB1
None,TNFRSF10A,THRB
None,TNFRSF10A,NR1H2
None,TNFRSF10A,MYC
None,TNFRSF10A,ARID3A
None,TNFRSF10A,EGR1
None,TNFRSF10A,HDAC1
None,TNFRSF10A,NELFCD
None,TNFRSF10A,HNF1B
None,TNFRSF10A,BHLHE41
None,TNFRSF10A,SMAD4
None,TNFRSF10A,EZH2
None,TNFRSF10A,RARA
None,TNFRSF10A,HIF1A
None,TNFRSF10A,DDIT3
None,TNFRSF10A,NCOR2
None,TNFRSF10A,ENO1
None,TNFRSF10A,PPARG
None,TNFRSF10A,MSX2
None,SLC17A7,LMX1B
None,SLC17A7,LHX4
None,SLC17A7,PAX2
None,SLC17A7,PIAS2
None,SLC17A7,ESRRG
None,SLC17A7,NANOG
None,SLC17A7,ZIC1
None,SLC17A7,MECP2
None,SLC17A7,ATOH1
None,SLC17A7,KLF4
None,SLC17A7,PAX6
None,SLC17A7,SATB2
None,SLC17A7,MEF2C
None,SLC17A7,RUNX3
None,SLC17A7,KCNIP3
None,SLC17A7,OTX2
None,SLC17A7,SOX10
None,SLC17A7,HOXB4
None,SLC17A7,OLIG2
None,SLC17A7,NEUROD1
None,SLC17A7,POU4F1
None,SLC17A7,OTX1
None,SLC17A7,EBF3
None,SLC17A7,PHOX2A
None,SLC17A7,MYC
None,SLC17A7,LHX2
None,SLC17A7,ASCL1
None,SLC17A7,JARID2
None,SLC17A7,EN1
None,SLC17A7,PHOX2B
None,SLC17A7,NKX2-1
None,SLC17A7,FOS
None,SLC17A7,TBR1
None,SLC17A7,CREB1
None,SLC17A7,FOXP1
None,SLC17A7,EGR3
None,SLC17A7,LHX3
None,SLC17A7,ETV1
None,SLC17A7,CUX1
None,SLC17A7,EGF
None,SLC17A7,POU5F1
None,SLC17A7,PTF1A
None,SLC17A7,EBF1
None,SLC17A7,PROX1
None,SLC17A7,LIN28A
None,SLC17A7,HOXB1
None,SLC17A7,ETV4
None,SLC17A7,TRIP6
None,SLC17A7,SATB1
None,SLC17A7,E2F3
None,SLC17A7,SOX2
None,SLC17A7,EOMES
None,SLC17A7,FOXP2
None,SLC17A7,DLX5
None,SLC17A7,ISL1
None,SLC17A7,NR4A1
None,SLC17A7,POU4F2
None,SLC17A7,NR4A2
None,SLC17A7,TIAL1
None,SLC17A7,FOXA2
None,SLC17A7,FOXG1
None,SLC17A7,POU3F2
None,SLC17A7,NKX2-2
None,CD79A,MYCN
None,CD79A,TBX21
None,CD79A,ID3
None,CD79A,HIF3A
None,CD79A,SOX11
None,CD79A,TRAF6
None,CD79A,BATF
None,CD79A,FOXP3
None,CD79A,POU2F1
None,CD79A,NFKB2
None,CD79A,SP7
None,CD79A,TNFAIP3
None,CD79A,TP53
None,CD79A,FOXP1
None,CD79A,GFI1
None,CD79A,ATRX
None,CD79A,SLA2
None,CD79A,ETV6
None,CD79A,NFKB1
None,CD79A,MEF2B
None,CD79A,CREBBP
None,CD79A,XBP1
None,CD79A,PBX1
None,CD79A,BACH2
None,CD79A,EGF
None,CD79A,POU5F1
None,CD79A,EBF1
None,CD79A,SUZ12
None,CD79A,IRF4
None,CD79A,GATA3
None,CD79A,STAT6
None,CD79A,STAT5A
None,CD79A,LMO2
None,CD79A,CIITA
None,CD79A,STAT1
None,CD79A,IRF8
None,CD79A,STAT5B
None,CD79A,MEF2C
None,CD79A,TCF3
None,CD79A,RUNX3
None,CD79A,IRF7
None,CD79A,PREB
None,CD79A,LEF1
None,CD79A,ATM
None,CD79A,IKZF1
None,CD79A,TCF7
None,CD79A,LYL1
None,CD79A,DNMT3A
None,CD79A,DNMT3L
None,CD79A,RELB
None,CD79A,FOXO1
None,CD79A,ABL1
None,CD79A,POU2AF1
None,CD79A,IRF5
None,CD79A,ETS1
None,CD79A,STAT3
None,CD79A,CHD4
None,CD79A,CREG1
None,CD79A,DNMT1
None,CD79A,CEBPA
None,CD79A,REL
None,CD79A,SPI1
None,CD79A,RFXANK
None,CD79A,BCL11A
None,CD79A,MYC
None,CD79A,NPM1
None,CD79A,POU2F2
None,CD79A,LHX2
None,CD79A,SPIB
None,CD79A,BCL6
None,CD79A,EZH2
None,CD79A,PRDM1
None,CD79A,PAX5
None,EPOR,STAT4
None,EPOR,JUN
None,EPOR,ARNT
None,EPOR,NF1
None,EPOR,FOSL1
None,EPOR,MYCN
None,EPOR,STAT1
None,EPOR,MEIS1
None,EPOR,NR3C1
None,EPOR,STAT5B
None,EPOR,TCF3
None,EPOR,ID4
None,EPOR,STAT2
None,EPOR,BCL3
None,EPOR,GATA1
None,EPOR,EP300
None,EPOR,ATM
None,EPOR,HHEX
None,EPOR,GATA5
None,EPOR,FOS
None,EPOR,IKZF1
None,EPOR,HIF3A
None,EPOR,IRF3
None,EPOR,LYL1
None,EPOR,VHL
None,EPOR,TRAF6
None,EPOR,RELB
None,EPOR,USF1
None,EPOR,ABL1
None,EPOR,NFKB2
None,EPOR,HOXB4
None,EPOR,ETS1
None,EPOR,TP53
None,EPOR,STAT3
None,EPOR,CREB1
None,EPOR,MYB
None,EPOR,GFI1
None,EPOR,CEBPA
None,EPOR,L3MBTL1
None,EPOR,TLX1
None,EPOR,IKBKB
None,EPOR,LDB1
None,EPOR,KLF1
None,EPOR,SOX6
None,EPOR,REL
None,EPOR,ETV6
None,EPOR,RELA
None,EPOR,NFKB1
None,EPOR,NFKBIA
None,EPOR,ZBTB7A
None,EPOR,CEBPE
None,EPOR,SPI1
None,EPOR,ASXL1
None,EPOR,NR0B2
None,EPOR,SIRT1
None,EPOR,DAXX
None,EPOR,TAL1
None,EPOR,CTNNB1
None,EPOR,GATA4
None,EPOR,BCL11A
None,EPOR,MAX
None,EPOR,MYC
None,EPOR,GFI1B
None,EPOR,NCOR1
None,EPOR,NPM1
None,EPOR,CREBBP
None,EPOR,MECP2
None,EPOR,ESR1
None,EPOR,EGR1
None,EPOR,PBX1
None,EPOR,HDAC1
None,EPOR,NFE2
None,EPOR,MYOD1
None,EPOR,EGF
None,EPOR,APBB1
None,EPOR,EBF1
None,EPOR,HIF1A
None,EPOR,ATF4
None,EPOR,EPAS1
None,EPOR,NR2C2
None,EPOR,NFKBIB
None,EPOR,GATA3
None,EPOR,STAT6
None,EPOR,STAT5A
None,EPOR,DDB2
None,EPOR,CBFA2T3
None,EPOR,LMO2
None,EPOR,FOXO3
None,EPOR,EGR2
None,EPOR,FOXM1
None,EPOR,GATA2
None,EPOR,WT1
None,EPOR,PAX5
None,EPOR,KAT5
None,ITGB8,STAT4
None,ITGB8,NR3C1
None,ITGB8,TBX21
None,ITGB8,KLF10
None,ITGB8,LMX1B
None,ITGB8,SRF
None,ITGB8,FOXP3
None,ITGB8,KLF9
None,ITGB8,PAX2
None,ITGB8,SP3
None,ITGB8,SNAI1
None,ITGB8,SMAD3
None,ITGB8,RORC
None,ITGB8,NAB2
None,ITGB8,SMAD2
None,ITGB8,NFIB
None,ITGB8,EGF
None,ITGB8,STAT6
None,ITGB8,KLF5
None,ITGB8,SMAD7
None,ITGB8,CDCA7L
None,ITGB8,PAX6
None,ITGB8,GLI3
None,ITGB8,STAT1
None,ITGB8,SP4
None,ITGB8,IRF8
None,ITGB8,ID4
None,ITGB8,NAB1
None,ITGB8,KCNIP3
None,ITGB8,CRX
None,ITGB8,STAT3
None,ITGB8,TFCP2L1
None,ITGB8,SMAD4
None,ITGB8,PML
None,ITGB8,FHL2
None,ITGB8,PAX5
None,PLGRKT,RUVBL1
None,PLGRKT,ING4
None,PLGRKT,ATF6
None,PLGRKT,SIRT3
None,PLGRKT,E2F8
None,PLGRKT,NFIB
None,PLGRKT,ENO1
None,GNRHR,JUN
None,GNRHR,NKX2-3
None,GNRHR,RUNX2
None,GNRHR,NR3C1
None,GNRHR,ECD
None,GNRHR,NHLH2
None,GNRHR,ID1
None,GNRHR,SOX9
None,GNRHR,FOS
None,GNRHR,THRA
None,GNRHR,POU2F1
None,GNRHR,SP7
None,GNRHR,RFX2
None,GNRHR,TP53
None,GNRHR,CREB1
None,GNRHR,LHX4
None,GNRHR,NR1D1
None,GNRHR,CREM
None,GNRHR,FOXD3
None,GNRHR,NKX2-5
None,GNRHR,LHX3
None,GNRHR,MAML1
None,GNRHR,SMAD3
None,GNRHR,NAB2
None,GNRHR,SMAD2
None,GNRHR,HNF1A
None,GNRHR,HNF4A
None,GNRHR,CREBBP
None,GNRHR,ESR1
None,GNRHR,EGF
None,GNRHR,NR2F1
None,GNRHR,EBF1
None,GNRHR,NR1H3
None,GNRHR,HOXA10
None,GNRHR,FOSB
None,GNRHR,LIN28A
None,GNRHR,NR5A1
None,GNRHR,NKX3-1
None,GNRHR,TWIST1
None,GNRHR,NR2F2
None,GNRHR,KLF4
None,GNRHR,FOXO3
None,GNRHR,RORA
None,GNRHR,SOX2
None,GNRHR,FOXL2
None,GNRHR,PITX1
None,GNRHR,SKIL
None,GNRHR,NAB1
None,GNRHR,EP300
None,GNRHR,LEF1
None,GNRHR,NCOA1
None,GNRHR,FOXA1
None,GNRHR,RXRA
None,GNRHR,HEY1
None,GNRHR,PITX2
None,GNRHR,OTX2
None,GNRHR,ESR2
None,GNRHR,FOXO1
None,GNRHR,MSX1
None,GNRHR,ABL1
None,GNRHR,POU1F1
None,GNRHR,SIX1
None,GNRHR,SOX10
None,GNRHR,MED1
None,GNRHR,HOXB4
None,GNRHR,PDX1
None,GNRHR,REST
None,GNRHR,HNF4G
None,GNRHR,STAT3
None,GNRHR,CDX2
None,GNRHR,ISL1
None,GNRHR,NEUROD1
None,GNRHR,PGR
None,GNRHR,OTX1
None,GNRHR,NR4A1
None,GNRHR,ZBTB7A
None,GNRHR,TRIM25
None,GNRHR,AR
None,GNRHR,NR0B1
None,GNRHR,NR5A2
None,GNRHR,SIRT1
None,GNRHR,NCOA2
None,GNRHR,NOTCH3
None,GNRHR,EBF3
None,GNRHR,CEBPD
None,GNRHR,GLI1
None,GNRHR,CTNNB1
None,GNRHR,NR1H2
None,GNRHR,GATA4
None,GNRHR,MYC
None,GNRHR,ARID3A
None,GNRHR,POU2F2
None,GNRHR,EGR1
None,GNRHR,LHX2
None,GNRHR,CLOCK
None,GNRHR,ARNTL
None,GNRHR,SMAD4
None,GNRHR,FOXJ1
None,GNRHR,NR4A2
None,GNRHR,HIF1A
None,GNRHR,NR2C2
None,GNRHR,FOXA2
None,GNRHR,POU3F2
None,GNRHR,RBPJ
None,GNRHR,GATA2
None,GNRHR,NR2E3
None,CD82,JUN
None,CD82,E2F1
None,CD82,ZFHX3
None,CD82,FOSL1
None,CD82,RARG
None,CD82,TBX21
None,CD82,TRRAP
None,CD82,GATA1
None,CD82,FOS
None,CD82,MXI1
None,CD82,TRAF6
None,CD82,TSG101
None,CD82,NFKB2
None,CD82,IRF2
None,CD82,MITF
None,CD82,TP53
None,CD82,CREB1
None,CD82,HDAC3
None,CD82,YY1
None,CD82,BRCA2
None,CD82,ETV1
None,CD82,NFKB1
None,CD82,NFKBIA
None,CD82,MLLT3
None,CD82,HTATIP2
None,CD82,NANOG
None,CD82,MED23
None,CD82,SNAI1
None,CD82,SMAD3
None,CD82,RORC
None,CD82,SMAD2
None,CD82,DMAP1
None,CD82,ATF3
None,CD82,HDAC2
None,CD82,NCOR1
None,CD82,CREBBP
None,CD82,ESR1
None,CD82,IRF1
None,CD82,KAT6A
None,CD82,MYOD1
None,CD82,EGF
None,CD82,VDR
None,CD82,TBL1X
None,CD82,SUZ12
None,CD82,NR5A1
None,CD82,NFATC1
None,CD82,NFKBIB
None,CD82,TRIM16
None,CD82,CNOT8
None,CD82,WT1
None,CD82,CDCA7L
None,CD82,YEATS4
None,CD82,KAT5
None,CD82,RORA
None,CD82,SATB1
None,CD82,RUVBL1
None,CD82,TCF4
None,CD82,BCL3
None,CD82,IRF7
None,CD82,NFATC3
None,CD82,PREB
None,CD82,LEF1
None,CD82,ATM
None,CD82,TCF7
None,CD82,IRF3
None,CD82,VHL
None,CD82,RELB
None,CD82,HOXB4
None,CD82,MDM2
None,CD82,STAT3
None,CD82,ZBTB16
None,CD82,CEBPA
None,CD82,IKBKB
None,CD82,RARB
None,CD82,KLF6
None,CD82,PGR
None,CD82,REL
None,CD82,RELA
None,CD82,NFYB
None,CD82,ETS2
None,CD82,BRCA1
None,CD82,TRIM25
None,CD82,AR
None,CD82,HDAC4
None,CD82,ZEB1
None,CD82,SNAI2
None,CD82,CTNNB1
None,CD82,THRB
None,CD82,MYC
None,CD82,HDAC1
None,CD82,HNF1B
None,CD82,APBB1
None,CD82,SMAD4
None,CD82,RARA
None,CD82,HIF1A
None,CD82,NCOR2
None,CD82,TBX2
None,CD82,NR2C2
None,CD82,MTA1
None,CD82,TCF7L2
None,CD82,PPARG
None,CD82,SRSF1
None,IL10RA,STAT4
None,IL10RA,JUN
None,IL10RA,NKX2-3
None,IL10RA,MAF
None,IL10RA,ZNF202
None,IL10RA,STAT1
None,IL10RA,ZFP36
None,IL10RA,SP4
None,IL10RA,IRF8
None,IL10RA,STAT5B
None,IL10RA,EIF2AK2
None,IL10RA,TBX21
None,IL10RA,PHOX2B
None,IL10RA,STAT2
None,IL10RA,BTG2
None,IL10RA,BCL3
None,IL10RA,RUNX3
None,IL10RA,IRF7
None,IL10RA,TGIF1
None,IL10RA,FOS
None,IL10RA,IKZF1
None,IL10RA,MXI1
None,IL10RA,IRF3
None,IL10RA,EOMES
None,IL10RA,TRAF6
None,IL10RA,RELB
None,IL10RA,BATF
None,IL10RA,FOXP3
None,IL10RA,PIAS3
None,IL10RA,NFKB2
None,IL10RA,IRF2
None,IL10RA,IRF5
None,IL10RA,TNFAIP3
None,IL10RA,IRF9
None,IL10RA,TP53
None,IL10RA,STAT3
None,IL10RA,CREB1
None,IL10RA,GFI1
None,IL10RA,CEBPA
None,IL10RA,IKBKB
None,IL10RA,ETV3
None,IL10RA,SP3
None,IL10RA,FLI1
None,IL10RA,REL
None,IL10RA,AHR
None,IL10RA,RELA
None,IL10RA,NFKB1
None,IL10RA,NFKBIA
None,IL10RA,SPI1
None,IL10RA,SMAD3
None,IL10RA,RORC
None,IL10RA,HNF1A
None,IL10RA,XBP1
None,IL10RA,IRF1
None,IL10RA,NELFCD
None,IL10RA,BCL6
None,IL10RA,EGF
None,IL10RA,APEX1
None,IL10RA,VDR
None,IL10RA,NFIL3
None,IL10RA,NFATC1
None,IL10RA,PRDM1
None,IL10RA,IRF4
None,IL10RA,GATA3
None,IL10RA,STAT6
None,IL10RA,STAT5A
None,IL10RA,KLF2
None,IL10RA,PPARG
None,IL10RA,FHL2
None,IL10RA,TRIM22
None,IL10RA,EGR2
None,IL10RA,NFATC2
None,IL10RA,NFKBIZ
None,IL10RA,CIITA
None,CLEC2B,IFI16
None,CLEC2B,RUNX2
