Receptor,TF,Source
VLDLR,CEBPD,scMLnet
VLDLR,CTNNB1,scMLnet
VLDLR,NR1H2,scMLnet
VLDLR,MYC,scMLnet
VLDLR,PTMA,scMLnet
VLDLR,APBB1,scMLnet
VLDLR,MLXIPL,scMLnet
VLDLR,NR4A2,scMLnet
VLDLR,HIF1A,scMLnet
VLDLR,TCF7L2,scMLnet
VLDLR,PPARG,scMLnet
VLDLR,SRSF1,scMLnet
VLDLR,SREBF2,scMLnet
TNFRSF19,JUN,scMLnet
TNFRSF19,RUNX2,scMLnet
TNFRSF19,NR3C1,scMLnet
TNFRSF19,HES6,scMLnet
TNFRSF19,ID1,scMLnet
TNFRSF19,LEF1,scMLnet
TNFRSF19,SOX9,scMLnet
TNFRSF19,HEY1,scMLnet
TNFRSF19,TRAF6,scMLnet
TNFRSF19,CRTC1,scMLnet
TNFRSF19,TP63,scMLnet
TNFRSF19,SP7,scMLnet
TNFRSF19,HOXB4,scMLnet
TNFRSF19,TNFAIP3,scMLnet
TNFRSF19,TP53,scMLnet
TNFRSF19,DLX5,scMLnet
TNFRSF19,PDX1,scMLnet
TNFRSF19,STAT3,scMLnet
TNFRSF19,IKBKB,scMLnet
TNFRSF19,NFKB1,scMLnet
TNFRSF19,ZBTB7A,scMLnet
TNFRSF19,MAML1,scMLnet
TNFRSF19,NOTCH3,scMLnet
TNFRSF19,SMAD3,scMLnet
TNFRSF19,SMAD2,scMLnet
TNFRSF19,GLI1,scMLnet
TNFRSF19,CTNNB1,scMLnet
TNFRSF19,HNF4A,scMLnet
TNFRSF19,MYC,scMLnet
TNFRSF19,GFI1B,scMLnet
TNFRSF19,EGF,scMLnet
TNFRSF19,NR2F1,scMLnet
TNFRSF19,HIF1A,scMLnet
TNFRSF19,TCF7L2,scMLnet
TNFRSF19,NR2F2,scMLnet
TNFRSF19,KLF4,scMLnet
TNFRSF19,FHL2,scMLnet
TNFRSF19,RBPJ,scMLnet
TNFRSF19,GBX2,scMLnet
CD9,JUN,scMLnet
CD9,E2F1,scMLnet
CD9,RB1CC1,scMLnet
CD9,MYCN,scMLnet
CD9,RUNX2,scMLnet
CD9,NR3C1,scMLnet
CD9,ID3,scMLnet
CD9,ID1,scMLnet
CD9,GATA1,scMLnet
CD9,SOX9,scMLnet
CD9,FOS,scMLnet
CD9,FOXP3,scMLnet
CD9,TSG101,scMLnet
CD9,IRF2,scMLnet
CD9,E2F5,scMLnet
CD9,MITF,scMLnet
CD9,RBL2,scMLnet
CD9,TP53,scMLnet
CD9,RB1,scMLnet
CD9,FOXD3,scMLnet
CD9,HDAC3,scMLnet
CD9,KLF1,scMLnet
CD9,E2F7,scMLnet
CD9,MDM4,scMLnet
CD9,TFDP1,scMLnet
CD9,GATA6,scMLnet
CD9,E2F8,scMLnet
CD9,NANOG,scMLnet
CD9,SNAI1,scMLnet
CD9,NAB2,scMLnet
CD9,SMAD2,scMLnet
CD9,E2F2,scMLnet
CD9,ATF3,scMLnet
CD9,HNF4A,scMLnet
CD9,ESR1,scMLnet
CD9,PBX1,scMLnet
CD9,EGF,scMLnet
CD9,POU5F1,scMLnet
CD9,ATF4,scMLnet
CD9,FOSB,scMLnet
CD9,LIN28A,scMLnet
CD9,NFATC1,scMLnet
CD9,GATA3,scMLnet
CD9,CBFA2T3,scMLnet
CD9,TFAP2C,scMLnet
CD9,KLF4,scMLnet
CD9,TRIM16,scMLnet
CD9,WT1,scMLnet
CD9,ID2,scMLnet
CD9,NEUROG3,scMLnet
CD9,PAX6,scMLnet
CD9,STAT1,scMLnet
CD9,E2F3,scMLnet
CD9,TCF3,scMLnet
CD9,SOX2,scMLnet
CD9,ELF3,scMLnet
CD9,TCF4,scMLnet
CD9,EHF,scMLnet
CD9,IRF7,scMLnet
CD9,PREB,scMLnet
CD9,LEF1,scMLnet
CD9,EOMES,scMLnet
CD9,ABL1,scMLnet
CD9,SOX10,scMLnet
CD9,MDM2,scMLnet
CD9,STAT3,scMLnet
CD9,CDX2,scMLnet
CD9,ZBTB16,scMLnet
CD9,UTF1,scMLnet
CD9,AR,scMLnet
CD9,SPI1,scMLnet
CD9,CTNNB1,scMLnet
CD9,GATA4,scMLnet
CD9,MYC,scMLnet
CD9,EGR1,scMLnet
CD9,SALL4,scMLnet
CD9,ETV5,scMLnet
CD9,RBL1,scMLnet
CD9,PRDM1,scMLnet
CD9,FOXA2,scMLnet
CD9,KLF2,scMLnet
CD9,E2F4,scMLnet
CD9,ENO1,scMLnet
CD9,PPARG,scMLnet
CD9,E2F6,scMLnet
CD9,GATA2,scMLnet
CD9,HINFP,scMLnet
CD9,GCM1,scMLnet
GJB2,JUN,scMLnet
GJB2,NKX2-1,scMLnet
GJB2,ZIC3,scMLnet
GJB2,PAX3,scMLnet
GJB2,FOS,scMLnet
GJB2,FOXI1,scMLnet
GJB2,KLF9,scMLnet
GJB2,MITF,scMLnet
GJB2,SP7,scMLnet
GJB2,TNFAIP3,scMLnet
GJB2,TP53,scMLnet
GJB2,GFI1,scMLnet
GJB2,PAX2,scMLnet
GJB2,KLF1,scMLnet
GJB2,NKX2-5,scMLnet
GJB2,YY1,scMLnet
GJB2,KLF7,scMLnet
GJB2,NANOG,scMLnet
GJB2,ESR1,scMLnet
GJB2,EGF,scMLnet
GJB2,POU5F1,scMLnet
GJB2,ATOH1,scMLnet
GJB2,LIN28A,scMLnet
GJB2,KLF4,scMLnet
GJB2,EGR2,scMLnet
GJB2,TCF3,scMLnet
GJB2,SOX2,scMLnet
GJB2,TCF4,scMLnet
GJB2,EHF,scMLnet
GJB2,ESRRB,scMLnet
GJB2,POU3F4,scMLnet
GJB2,CRX,scMLnet
GJB2,SIX1,scMLnet
GJB2,SOX10,scMLnet
GJB2,ETS1,scMLnet
GJB2,STAT3,scMLnet
GJB2,ZBTB16,scMLnet
GJB2,DNMT1,scMLnet
GJB2,KLF6,scMLnet
GJB2,OTX1,scMLnet
GJB2,AR,scMLnet
GJB2,TBX3,scMLnet
GJB2,CEBPD,scMLnet
GJB2,SNAI2,scMLnet
GJB2,CTNNB1,scMLnet
GJB2,GATA4,scMLnet
GJB2,MYC,scMLnet
GJB2,SMURF2,scMLnet
ACVRL1,E2F1,scMLnet
ACVRL1,JUND,scMLnet
ACVRL1,RUNX2,scMLnet
ACVRL1,DLX4,scMLnet
ACVRL1,APC,scMLnet
ACVRL1,HIPK2,scMLnet
ACVRL1,GATA1,scMLnet
ACVRL1,HOXA5,scMLnet
ACVRL1,MXI1,scMLnet
ACVRL1,TRAF6,scMLnet
ACVRL1,NFAT5,scMLnet
ACVRL1,ONECUT1,scMLnet
ACVRL1,RBL2,scMLnet
ACVRL1,TRIB3,scMLnet
ACVRL1,SP1,scMLnet
ACVRL1,SMAD3,scMLnet
ACVRL1,FOXF1,scMLnet
ACVRL1,RORC,scMLnet
ACVRL1,SMAD2,scMLnet
ACVRL1,DLX3,scMLnet
ACVRL1,MYF6,scMLnet
ACVRL1,ESR1,scMLnet
ACVRL1,IRF1,scMLnet
ACVRL1,EPAS1,scMLnet
ACVRL1,RAD51,scMLnet
ACVRL1,GATA3,scMLnet
ACVRL1,NR2F2,scMLnet
ACVRL1,KLF4,scMLnet
ACVRL1,NFATC2,scMLnet
ACVRL1,ZNF423,scMLnet
ACVRL1,ID2,scMLnet
ACVRL1,STAT1,scMLnet
ACVRL1,MEF2C,scMLnet
ACVRL1,BMI1,scMLnet
ACVRL1,KLF6,scMLnet
ACVRL1,TSC22D1,scMLnet
ACVRL1,CTNNB1,scMLnet
ACVRL1,MYC,scMLnet
ACVRL1,SP2,scMLnet
ACVRL1,SMAD4,scMLnet
ACVRL1,KLF2,scMLnet
ACVRL1,E2F4,scMLnet
ACVRL1,STAT4,scMLnet
ACVRL1,JUN,scMLnet
ACVRL1,DDX5,scMLnet
ACVRL1,TBX21,scMLnet
ACVRL1,ID3,scMLnet
ACVRL1,ID1,scMLnet
ACVRL1,FOS,scMLnet
ACVRL1,BPTF,scMLnet
ACVRL1,FOXP3,scMLnet
ACVRL1,WDR5,scMLnet
ACVRL1,E2F5,scMLnet
ACVRL1,HOXD1,scMLnet
ACVRL1,TP53,scMLnet
ACVRL1,RB1,scMLnet
ACVRL1,NFKB1,scMLnet
ACVRL1,HEY2,scMLnet
ACVRL1,RREB1,scMLnet
ACVRL1,E2F2,scMLnet
ACVRL1,CREBBP,scMLnet
ACVRL1,EGF,scMLnet
ACVRL1,PROX1,scMLnet
ACVRL1,STAT6,scMLnet
ACVRL1,FOXO3,scMLnet
ACVRL1,TRIP6,scMLnet
ACVRL1,SMAD7,scMLnet
ACVRL1,KLF3,scMLnet
ACVRL1,SOX17,scMLnet
ACVRL1,E2F3,scMLnet
ACVRL1,SKIL,scMLnet
ACVRL1,EP300,scMLnet
ACVRL1,HEY1,scMLnet
ACVRL1,SKI,scMLnet
ACVRL1,MDM2,scMLnet
ACVRL1,HNF4G,scMLnet
ACVRL1,STAT3,scMLnet
ACVRL1,SMAD1,scMLnet
ACVRL1,NR4A1,scMLnet
ACVRL1,FOXC2,scMLnet
ACVRL1,AR,scMLnet
ACVRL1,NOTCH3,scMLnet
ACVRL1,NR1H2,scMLnet
ACVRL1,SMURF2,scMLnet
ACVRL1,KAT2B,scMLnet
ACVRL1,HOXA7,scMLnet
ACVRL1,HIF1A,scMLnet
ACVRL1,PAWR,scMLnet
ACVRL1,RBL1,scMLnet
ACVRL1,ENO1,scMLnet
ACVRL1,RBPJ,scMLnet
ACVRL1,E2F6,scMLnet
ACVRL1,GATA2,scMLnet
KCNQ3,CHD8,scMLnet
KCNQ3,MYCN,scMLnet
KCNQ3,ARX,scMLnet
KCNQ3,PA2G4,scMLnet
KCNQ3,WWP1,scMLnet
KCNQ3,NFAT5,scMLnet
KCNQ3,TBR1,scMLnet
KCNQ3,SCD5,scMLnet
KCNQ3,HDAC2,scMLnet
KCNQ3,MECP2,scMLnet
KCNQ3,FOSB,scMLnet
KCNQ3,DEDD,scMLnet
KCNQ3,KCNIP3,scMLnet
KCNQ3,LMO3,scMLnet
KCNQ3,SOX5,scMLnet
KCNQ3,SMURF2,scMLnet
KCNQ3,HDAC1,scMLnet
KCNQ3,FOXG1,scMLnet
KCNQ3,NFKBIZ,scMLnet
ALK,E2F1,scMLnet
ALK,HDGF,scMLnet
ALK,JUND,scMLnet
ALK,RUNX2,scMLnet
ALK,NR3C1,scMLnet
ALK,APC,scMLnet
ALK,STAT2,scMLnet
ALK,GATA1,scMLnet
ALK,HAND2,scMLnet
ALK,PAX3,scMLnet
ALK,HHEX,scMLnet
ALK,TRAF6,scMLnet
ALK,FOXI1,scMLnet
ALK,CRTC1,scMLnet
ALK,SP7,scMLnet
ALK,TNFAIP3,scMLnet
ALK,RBL2,scMLnet
ALK,FOXH1,scMLnet
ALK,SCD5,scMLnet
ALK,FOXD3,scMLnet
ALK,ATRX,scMLnet
ALK,TRIB3,scMLnet
ALK,MLLT3,scMLnet
ALK,SIN3A,scMLnet
ALK,EVX1,scMLnet
ALK,NANOG,scMLnet
ALK,CTCF,scMLnet
ALK,SNAI1,scMLnet
ALK,SMAD3,scMLnet
ALK,SMAD2,scMLnet
ALK,ZIC1,scMLnet
ALK,MECP2,scMLnet
ALK,ESR1,scMLnet
ALK,ATOH1,scMLnet
ALK,SUZ12,scMLnet
ALK,RAD51,scMLnet
ALK,LMO4,scMLnet
ALK,IRF4,scMLnet
ALK,GATA3,scMLnet
ALK,NR2F2,scMLnet
ALK,KLF4,scMLnet
ALK,LMO2,scMLnet
ALK,WT1,scMLnet
ALK,ARID1A,scMLnet
ALK,PAX6,scMLnet
ALK,GLI3,scMLnet
ALK,STAT1,scMLnet
ALK,STAT5B,scMLnet
ALK,MEF2C,scMLnet
ALK,FOXL2,scMLnet
ALK,BMI1,scMLnet
ALK,ESRRB,scMLnet
ALK,ATM,scMLnet
ALK,GATA5,scMLnet
ALK,LMO3,scMLnet
ALK,WWTR1,scMLnet
ALK,FOXO1,scMLnet
ALK,ABL1,scMLnet
ALK,POU2AF1,scMLnet
ALK,SOX10,scMLnet
ALK,WHSC1,scMLnet
ALK,ZBTB16,scMLnet
ALK,FOXN1,scMLnet
ALK,NFIC,scMLnet
ALK,ELK4,scMLnet
ALK,REL,scMLnet
ALK,TP53BP1,scMLnet
ALK,ZNF217,scMLnet
ALK,ZEB2,scMLnet
ALK,ETS2,scMLnet
ALK,TBX3,scMLnet
ALK,NFYA,scMLnet
ALK,CTNNB1,scMLnet
ALK,NCOA4,scMLnet
ALK,GATA4,scMLnet
ALK,MYC,scMLnet
ALK,EGR1,scMLnet
ALK,HDAC1,scMLnet
ALK,ZIC2,scMLnet
ALK,BCL6,scMLnet
ALK,SP2,scMLnet
ALK,SMAD4,scMLnet
ALK,EWSR1,scMLnet
ALK,ASCL1,scMLnet
ALK,ELL,scMLnet
ALK,PRDM1,scMLnet
ALK,E2F4,scMLnet
ALK,PPARG,scMLnet
ALK,FHL2,scMLnet
ALK,FOXM1,scMLnet
ALK,STAT4,scMLnet
ALK,JUN,scMLnet
ALK,FOSL1,scMLnet
ALK,MYCN,scMLnet
ALK,SSX2,scMLnet
ALK,PHOX2B,scMLnet
ALK,NKX2-1,scMLnet
ALK,ID3,scMLnet
ALK,TRRAP,scMLnet
ALK,ID1,scMLnet
ALK,SOX9,scMLnet
ALK,NFE2L2,scMLnet
ALK,FOS,scMLnet
ALK,SRF,scMLnet
ALK,BPTF,scMLnet
ALK,PAX8,scMLnet
ALK,FOXP3,scMLnet
ALK,NFKB2,scMLnet
ALK,MITF,scMLnet
ALK,TP53,scMLnet
ALK,FOXP1,scMLnet
ALK,RB1,scMLnet
ALK,TLX1,scMLnet
ALK,DRAP1,scMLnet
ALK,BRCA2,scMLnet
ALK,ETV6,scMLnet
ALK,ETV1,scMLnet
ALK,NFKB1,scMLnet
ALK,MDM4,scMLnet
ALK,HNRNPD,scMLnet
ALK,GATA6,scMLnet
ALK,PLAG1,scMLnet
ALK,ASXL1,scMLnet
ALK,HES1,scMLnet
ALK,JUNB,scMLnet
ALK,RREB1,scMLnet
ALK,E2F2,scMLnet
ALK,CUX1,scMLnet
ALK,NFIB,scMLnet
ALK,HNF4A,scMLnet
ALK,CREBBP,scMLnet
ALK,PARP1,scMLnet
ALK,MYOG,scMLnet
ALK,GLI2,scMLnet
ALK,MYOD1,scMLnet
ALK,EGF,scMLnet
ALK,POU5F1,scMLnet
ALK,BARD1,scMLnet
ALK,NR2F1,scMLnet
ALK,STAT6,scMLnet
ALK,TWIST1,scMLnet
ALK,STAT5A,scMLnet
ALK,ETV4,scMLnet
ALK,FOXO3,scMLnet
ALK,EGR2,scMLnet
ALK,HMGA2,scMLnet
ALK,SMAD7,scMLnet
ALK,NF1,scMLnet
ALK,TRPS1,scMLnet
ALK,SOX17,scMLnet
ALK,E2F3,scMLnet
ALK,SOX2,scMLnet
ALK,BCL3,scMLnet
ALK,SKIL,scMLnet
ALK,EP300,scMLnet
ALK,LEF1,scMLnet
ALK,IKZF1,scMLnet
ALK,HEY1,scMLnet
ALK,DNMT3A,scMLnet
ALK,TP63,scMLnet
ALK,MDM2,scMLnet
ALK,ETS1,scMLnet
ALK,STAT3,scMLnet
ALK,CDX2,scMLnet
ALK,DNMT1,scMLnet
ALK,CEBPA,scMLnet
ALK,FOXE1,scMLnet
ALK,PGR,scMLnet
ALK,SMAD1,scMLnet
ALK,NFYB,scMLnet
ALK,CEBPB,scMLnet
ALK,NR4A1,scMLnet
ALK,BRCA1,scMLnet
ALK,AR,scMLnet
ALK,SMARCA4,scMLnet
ALK,MEN1,scMLnet
ALK,ATF1,scMLnet
ALK,NCOA2,scMLnet
ALK,NOTCH3,scMLnet
ALK,GLI1,scMLnet
ALK,ZEB1,scMLnet
ALK,DACH1,scMLnet
ALK,SNAI2,scMLnet
ALK,FUS,scMLnet
ALK,BCL11A,scMLnet
ALK,NPM1,scMLnet
ALK,SMURF2,scMLnet
ALK,KAT2B,scMLnet
ALK,IRF6,scMLnet
ALK,EZH2,scMLnet
ALK,RARA,scMLnet
ALK,PLAGL2,scMLnet
ALK,HIF1A,scMLnet
ALK,ETV5,scMLnet
ALK,TBX2,scMLnet
ALK,FOXO4,scMLnet
ALK,SMARCB1,scMLnet
ALK,ENO1,scMLnet
ALK,RBPJ,scMLnet
ALK,GATA2,scMLnet
ALK,PAX5,scMLnet
ALK,ARID1B,scMLnet
ITGAD,KLF10,scMLnet
ITGAD,HAND2,scMLnet
ITGAD,DDIT3,scMLnet
EPHA6,APC,scMLnet
EPHA6,NHLH2,scMLnet
EPHA6,STAT2,scMLnet
EPHA6,SPEN,scMLnet
EPHA6,SND1,scMLnet
EPHA6,PAX2,scMLnet
EPHA6,ZNF175,scMLnet
EPHA6,TRIB3,scMLnet
EPHA6,ZIC1,scMLnet
EPHA6,RAD51,scMLnet
EPHA6,PAX6,scMLnet
EPHA6,ASH1L,scMLnet
EPHA6,STAT1,scMLnet
EPHA6,STAT5B,scMLnet
EPHA6,KCNIP3,scMLnet
EPHA6,MTA2,scMLnet
EPHA6,ATF6,scMLnet
EPHA6,NEUROD1,scMLnet
EPHA6,LDB1,scMLnet
EPHA6,SPDEF,scMLnet
EPHA6,LHX2,scMLnet
EPHA6,ZIC2,scMLnet
EPHA6,ASCL1,scMLnet
EPHA6,BRD7,scMLnet
EPHA6,MTA1,scMLnet
EPHA6,STAT4,scMLnet
EPHA6,SETBP1,scMLnet
EPHA6,NKX2-1,scMLnet
EPHA6,TRRAP,scMLnet
EPHA6,MTA3,scMLnet
EPHA6,FOS,scMLnet
EPHA6,SRF,scMLnet
EPHA6,BPTF,scMLnet
EPHA6,TBR1,scMLnet
EPHA6,NR4A3,scMLnet
EPHA6,EGF,scMLnet
EPHA6,NR2F1,scMLnet
EPHA6,STAT6,scMLnet
EPHA6,STAT5A,scMLnet
EPHA6,RORA,scMLnet
EPHA6,SOX2,scMLnet
EPHA6,EP300,scMLnet
EPHA6,FOXP2,scMLnet
EPHA6,POU1F1,scMLnet
EPHA6,STAT3,scMLnet
EPHA6,PGR,scMLnet
EPHA6,NR4A1,scMLnet
EPHA6,LIMD1,scMLnet
EPHA6,BCL11A,scMLnet
EPHA6,ELF2,scMLnet
EPHA6,NR4A2,scMLnet
EPHA6,FOXG1,scMLnet
KIR3DL1,STAT4,scMLnet
KIR3DL1,STAT5B,scMLnet
KIR3DL1,TBX21,scMLnet
KIR3DL1,IRF7,scMLnet
KIR3DL1,EOMES,scMLnet
KIR3DL1,FOXP3,scMLnet
KIR3DL1,ZNRD1,scMLnet
KIR3DL1,DNMT1,scMLnet
KIR3DL1,TFAP2A,scMLnet
KIR3DL1,SP3,scMLnet
KIR3DL1,YY1,scMLnet
KIR3DL1,ETV7,scMLnet
KIR3DL1,MZF1,scMLnet
KIR3DL1,STAT5A,scMLnet
LILRB2,TSC22D3,scMLnet
LILRB2,ZFP36,scMLnet
LILRB2,IRF8,scMLnet
LILRB2,TBX21,scMLnet
LILRB2,HOXA9,scMLnet
LILRB2,HOXA1,scMLnet
LILRB2,IRF7,scMLnet
LILRB2,IKZF1,scMLnet
LILRB2,MAFB,scMLnet
LILRB2,HOXC8,scMLnet
LILRB2,GTF2I,scMLnet
LILRB2,TRAF6,scMLnet
LILRB2,RELB,scMLnet
LILRB2,BATF,scMLnet
LILRB2,FOXP3,scMLnet
LILRB2,HOXD1,scMLnet
LILRB2,IRF5,scMLnet
LILRB2,HOXB4,scMLnet
LILRB2,IRF9,scMLnet
LILRB2,TP53,scMLnet
LILRB2,STAT3,scMLnet
LILRB2,CREB1,scMLnet
LILRB2,ZEB2,scMLnet
LILRB2,MLLT3,scMLnet
LILRB2,CEBPE,scMLnet
LILRB2,SPI1,scMLnet
LILRB2,NR0B2,scMLnet
LILRB2,RREB1,scMLnet
LILRB2,RFXAP,scMLnet
LILRB2,MYC,scMLnet
LILRB2,NPM1,scMLnet
LILRB2,IRF1,scMLnet
LILRB2,BCL6,scMLnet
LILRB2,JDP2,scMLnet
LILRB2,TFEB,scMLnet
LILRB2,HOXA7,scMLnet
LILRB2,NCOR2,scMLnet
LILRB2,HOXB1,scMLnet
LILRB2,HOPX,scMLnet
LILRB2,STAT5A,scMLnet
LILRB2,KLF2,scMLnet
LILRB2,TRIM22,scMLnet
LILRB2,CIITA,scMLnet
MAG,HR,scMLnet
MAG,SCD5,scMLnet
MAG,SND1,scMLnet
MAG,NR0B2,scMLnet
MAG,ATF3,scMLnet
MAG,ZIC1,scMLnet
MAG,MECP2,scMLnet
MAG,MAL,scMLnet
MAG,ID2,scMLnet
MAG,PAX6,scMLnet
MAG,ID4,scMLnet
MAG,LMO3,scMLnet
MAG,POU3F4,scMLnet
MAG,SOX10,scMLnet
MAG,OLIG2,scMLnet
MAG,SIRT2,scMLnet
MAG,TEF,scMLnet
MAG,MYC,scMLnet
MAG,EGR1,scMLnet
MAG,HMGB2,scMLnet
MAG,ASCL1,scMLnet
MAG,JUN,scMLnet
MAG,HLF,scMLnet
MAG,SOX9,scMLnet
MAG,FOS,scMLnet
MAG,THRA,scMLnet
MAG,SOX11,scMLnet
MAG,TBR1,scMLnet
MAG,BIN1,scMLnet
MAG,CREB1,scMLnet
MAG,EGR3,scMLnet
MAG,EGF,scMLnet
MAG,CBX7,scMLnet
MAG,EGR2,scMLnet
MAG,SOX2,scMLnet
MAG,NFATC3,scMLnet
MAG,STAT3,scMLnet
MAG,POU3F1,scMLnet
MAG,FOXG1,scMLnet
MAG,POU3F2,scMLnet
MAG,NKX2-2,scMLnet
MAG,KHDRBS1,scMLnet
CRLF1,SETBP1,scMLnet
CRLF1,MYCN,scMLnet
CRLF1,RUNX1,scMLnet
CRLF1,TP53,scMLnet
CRLF1,GFI1,scMLnet
CRLF1,PLAG1,scMLnet
CRLF1,RREB1,scMLnet
CRLF1,NFIB,scMLnet
CRLF1,GFI1B,scMLnet
CRLF1,BACH2,scMLnet
CRLF1,JDP2,scMLnet
CRLF1,HOXB7,scMLnet
CRLF1,HLX,scMLnet
CRLF1,ETV4,scMLnet
CRLF1,LMO2,scMLnet
CRLF1,ZNF423,scMLnet
CRLF1,NF1,scMLnet
CRLF1,STAT1,scMLnet
CRLF1,STAT5B,scMLnet
CRLF1,RUNX3,scMLnet
CRLF1,BMI1,scMLnet
CRLF1,IKZF1,scMLnet
CRLF1,ABL1,scMLnet
CRLF1,STAT3,scMLnet
CRLF1,HOXD13,scMLnet
CRLF1,NFIX,scMLnet
CRLF1,ZNF217,scMLnet
CRLF1,NCOA2,scMLnet
CRLF1,CRABP2,scMLnet
CRLF1,MYC,scMLnet
CRLF1,FOXF2,scMLnet
CRLF1,PLAGL2,scMLnet
CRLF1,ETV5,scMLnet
CDON,PAX6,scMLnet
CDON,GLI3,scMLnet
CDON,MEF2D,scMLnet
CDON,MEF2C,scMLnet
CDON,TCF3,scMLnet
CDON,NKX2-1,scMLnet
CDON,HIPK2,scMLnet
CDON,TGIF1,scMLnet
CDON,OTX2,scMLnet
CDON,MSX1,scMLnet
CDON,TP63,scMLnet
CDON,ABL1,scMLnet
CDON,TP53,scMLnet
CDON,DLX5,scMLnet
CDON,FOXH1,scMLnet
CDON,TBP,scMLnet
CDON,HOXD13,scMLnet
CDON,OLIG2,scMLnet
CDON,LHX4,scMLnet
CDON,RUNX1T1,scMLnet
CDON,PAX2,scMLnet
CDON,OTX1,scMLnet
CDON,HOXD9,scMLnet
CDON,GLI1,scMLnet
CDON,ZIC1,scMLnet
CDON,CTNNB1,scMLnet
CDON,MYOG,scMLnet
CDON,GLI2,scMLnet
CDON,MYOD1,scMLnet
CDON,ZIC2,scMLnet
CDON,EGR4,scMLnet
CDON,LCOR,scMLnet
CDON,MEF2A,scMLnet
CDON,NR2F1,scMLnet
CDON,FOXA2,scMLnet
CDON,GBX2,scMLnet
PTPRZ1,HDGF,scMLnet
PTPRZ1,HIPK2,scMLnet
PTPRZ1,ZIC3,scMLnet
PTPRZ1,ATF2,scMLnet
PTPRZ1,SMAD3,scMLnet
PTPRZ1,ZIC1,scMLnet
PTPRZ1,EPAS1,scMLnet
PTPRZ1,ESRRA,scMLnet
PTPRZ1,ZNF423,scMLnet
PTPRZ1,PAX6,scMLnet
PTPRZ1,SATB2,scMLnet
PTPRZ1,ID4,scMLnet
PTPRZ1,ATM,scMLnet
PTPRZ1,LMO3,scMLnet
PTPRZ1,OTX2,scMLnet
PTPRZ1,POU3F4,scMLnet
PTPRZ1,ABL1,scMLnet
PTPRZ1,SOX10,scMLnet
PTPRZ1,ZBTB16,scMLnet
PTPRZ1,OLIG2,scMLnet
PTPRZ1,CTNNB1,scMLnet
PTPRZ1,ZIC2,scMLnet
PTPRZ1,ASCL1,scMLnet
PTPRZ1,HOPX,scMLnet
PTPRZ1,TCF7L2,scMLnet
PTPRZ1,ATF7,scMLnet
PTPRZ1,STAT4,scMLnet
PTPRZ1,JUN,scMLnet
PTPRZ1,TBX21,scMLnet
PTPRZ1,TRRAP,scMLnet
PTPRZ1,SOX9,scMLnet
PTPRZ1,FOXP3,scMLnet
PTPRZ1,TP53,scMLnet
PTPRZ1,YY1,scMLnet
PTPRZ1,ETV1,scMLnet
PTPRZ1,EGF,scMLnet
PTPRZ1,PPARGC1A,scMLnet
PTPRZ1,SOX2,scMLnet
PTPRZ1,EOMES,scMLnet
PTPRZ1,FOXP2,scMLnet
PTPRZ1,STAT3,scMLnet
PTPRZ1,IKBKB,scMLnet
PTPRZ1,SALL3,scMLnet
PTPRZ1,HIF1A,scMLnet
PTPRZ1,ENO1,scMLnet
PTPRZ1,FOXG1,scMLnet
PTPRZ1,POU3F2,scMLnet
PLXNA1,NFYC,scMLnet
PLXNA1,TRRAP,scMLnet
PLXNA1,CREB1,scMLnet
PLXNA1,TBP,scMLnet
PLXNA1,MAFK,scMLnet
PLXNA1,KLF15,scMLnet
PLXNA1,TAF1,scMLnet
PLXNA1,CREBBP,scMLnet
PLXNA1,EGF,scMLnet
PLXNA1,PROX1,scMLnet
PLXNA1,NFATC1,scMLnet
PLXNA1,CBFA2T3,scMLnet
PLXNA1,CIITA,scMLnet
PLXNA1,TRIP6,scMLnet
PLXNA1,GLI3,scMLnet
PLXNA1,MAFG,scMLnet
PLXNA1,EP300,scMLnet
PLXNA1,FOXP2,scMLnet
PLXNA1,ABL1,scMLnet
PLXNA1,STAT3,scMLnet
PLXNA1,ISL1,scMLnet
PLXNA1,RUNX1T1,scMLnet
PLXNA1,NFYB,scMLnet
PLXNA1,POU4F2,scMLnet
PLXNA1,FOXC2,scMLnet
PLXNA1,EBF3,scMLnet
PLXNA1,RFXANK,scMLnet
PLXNA1,NFYA,scMLnet
PLXNA1,RFXAP,scMLnet
PLXNA1,MYC,scMLnet
PLXNA1,ZIC2,scMLnet
PLXNA1,HNF1B,scMLnet
PLXNA1,RFX5,scMLnet
PLXNA1,HIF1A,scMLnet
PLXNA1,TAF4,scMLnet
PLXNA1,GATA2,scMLnet
HMMR,JUN,scMLnet
HMMR,E2F1,scMLnet
HMMR,RB1CC1,scMLnet
HMMR,MCM5,scMLnet
HMMR,TTF2,scMLnet
HMMR,HIC1,scMLnet
HMMR,DEK,scMLnet
HMMR,PTTG1,scMLnet
HMMR,TP53,scMLnet
HMMR,MYBL2,scMLnet
HMMR,PAX2,scMLnet
HMMR,BRCA2,scMLnet
HMMR,BRIP1,scMLnet
HMMR,E2F7,scMLnet
HMMR,E2F8,scMLnet
HMMR,SNAI1,scMLnet
HMMR,ESR1,scMLnet
HMMR,PARP1,scMLnet
HMMR,TCF19,scMLnet
HMMR,NCOA3,scMLnet
HMMR,EGF,scMLnet
HMMR,BARD1,scMLnet
HMMR,MCM2,scMLnet
HMMR,NUPR1,scMLnet
HMMR,RAD51,scMLnet
